Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 3,18,42.9,10,23.8,8,19,14,33.3,10,23.8,42,93.3
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 4,28,52.8,18,34,10,18.9,11,20.8,14,26.4,53,85.5
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 5,30,71.4,11,26.2,19,45.2,4,9.5,8,19,42,93.3
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 6,33,60,12,21.8,21,38.2,12,21.8,10,18.2,55,94.8
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 7,39,78,16,32,23,46,8,16,3,6,50,89.3
2018-2019,1929,Canby SD 86,127,Ninety-One School,English Language Arts,Total Population (All Students),Grade 8,34,69.4,12,24.5,22,44.9,11,22.4,4,8.2,49,98
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,7,18.4,1,2.6,6,15.8,15,39.5,16,42.1,38,100
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,3,17.6,1,5.9,2,11.8,6,35.3,8,47.1,18,90
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,15,35.7,4,9.5,11,26.2,10,23.8,17,40.5,42,100
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,9,50,2,11.1,7,38.9,7,38.9,2,11.1,18,90
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Total Population (All Students),Grade 3,26,35.1,9,12.2,17,23,28,37.8,20,27,74,98.7
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Total Population (All Students),Grade 4,18,43.9,8,19.5,10,24.4,11,26.8,12,29.3,42,93.3
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Total Population (All Students),Grade 5,42,51.9,18,22.2,24,29.6,17,21,22,27.2,81,97.6
2018-2019,1929,Canby SD 86,4435,Philander Lee Elementary School,English Language Arts,Total Population (All Students),Grade 6,33,71.7,12,26.1,21,45.7,10,21.7,3,6.5,46,86.8
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,7,26.9,5,19.2,2,7.7,15,57.7,4,15.4,26,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,5,23.8,0,0,5,23.8,6,28.6,10,47.6,21,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,12,48,2,8,10,40,8,32,5,20,25,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,8,36.4,1,4.5,7,31.8,8,36.4,6,27.3,22,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Total Population (All Students),Grade 3,24,47.1,13,25.5,11,21.6,20,39.2,7,13.7,51,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Total Population (All Students),Grade 4,20,45.5,6,13.6,14,31.8,11,25,13,29.5,44,97.8
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Total Population (All Students),Grade 5,31,57.4,8,14.8,23,42.6,13,24.1,10,18.5,54,100
2018-2019,1929,Canby SD 86,122,William Knight Elementary School,English Language Arts,Total Population (All Students),Grade 6,30,56.6,10,18.9,20,37.7,14,26.4,9,17,53,100
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,17,37.8,6,13.3,11,24.4,15,33.3,13,28.9,45,97.8
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,20,40.8,3,6.1,17,34.7,13,26.5,16,32.7,49,100
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,35,44.9,7,9,28,35.9,15,19.2,28,35.9,78,98.7
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Total Population (All Students),Grade 3,39,46.4,15,17.9,24,28.6,25,29.8,20,23.8,84,98.8
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Total Population (All Students),Grade 4,49,51,16,16.7,33,34.4,22,22.9,25,26,96,100
2018-2019,2139,Cascade SD 5,719,Aumsville Elementary School,English Language Arts,Total Population (All Students),Grade 5,54,45,12,10,42,35,31,25.8,35,29.2,120,99.2
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Econo. Disadvantaged,Grade 6,42,56,7,9.3,35,46.7,24,32,9,12,75,92.6
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Econo. Disadvantaged,Grade 7,43,54.4,11,13.9,32,40.5,18,22.8,18,22.8,79,90.8
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Econo. Disadvantaged,Grade 8,37,52.9,5,7.1,32,45.7,19,27.1,14,20,70,94.6
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Total Population (All Students),Grade 6,108,66.3,28,17.2,80,49.1,43,26.4,12,7.4,163,94.2
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Total Population (All Students),Grade 7,113,61.7,37,20.2,76,41.5,40,21.9,30,16.4,183,92
2018-2019,2139,Cascade SD 5,810,Cascade Junior High School,English Language Arts,Total Population (All Students),Grade 8,111,65.7,39,23.1,72,42.6,34,20.1,24,14.2,169,95.5
2018-2019,2139,Cascade SD 5,5380,Cascade Opportunity Center,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,5380,Cascade Opportunity Center,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,5380,Cascade Opportunity Center,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,5380,Cascade Opportunity Center,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,811,Cascade Senior High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),45,77.6,19,32.8,26,44.8,8,13.8,5,8.6,58,96.7
2018-2019,2139,Cascade SD 5,811,Cascade Senior High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,811,Cascade Senior High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,811,Cascade Senior High School,English Language Arts,Total Population (All Students),Grade HS (11),120,81.6,54,36.7,66,44.9,18,12.2,9,6.1,147,97.4
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,6,42.9,5,35.7,1,7.1,6,42.9,2,14.3,14,93.3
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,5,50,1,10,4,40,2,20,3,30,10,100
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Total Population (All Students),Grade 3,12,46.2,9,34.6,3,11.5,9,34.6,5,19.2,26,92.9
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Total Population (All Students),Grade 4,17,48.6,11,31.4,6,17.1,12,34.3,6,17.1,35,92.1
2018-2019,2139,Cascade SD 5,806,Cloverdale Elementary School,English Language Arts,Total Population (All Students),Grade 5,18,62.1,6,20.7,12,41.4,6,20.7,5,17.2,29,100
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,5,31.3,5,31.3,0,0,5,31.3,6,37.5,16,72.7
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,52.4,2,9.5,9,42.9,6,28.6,4,19,21,91.3
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,4,40,4,40,0,0,5,50,1,10,10,71.4
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Total Population (All Students),Grade 3,29,54.7,13,24.5,16,30.2,13,24.5,11,20.8,53,84.1
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Total Population (All Students),Grade 4,30,52.6,12,21.1,18,31.6,19,33.3,8,14,57,96.6
2018-2019,2139,Cascade SD 5,790,Turner Elementary School,English Language Arts,Total Population (All Students),Grade 5,25,64.1,14,35.9,11,28.2,11,28.2,3,7.7,39,88.6
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,14,34.1,5,12.2,9,22,17,41.5,10,24.4,41,100
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,7,22.6,2,6.5,5,16.1,8,25.8,16,51.6,32,100
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,13,40.6,3,9.4,10,31.3,7,21.9,12,37.5,32,91.4
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,18,60,6,20,12,40,6,20,6,20,30,96.8
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Total Population (All Students),Grade 3,37,45.1,20,24.4,17,20.7,29,35.4,16,19.5,82,97.6
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Total Population (All Students),Grade 4,41,53.9,17,22.4,24,31.6,14,18.4,21,27.6,77,97.5
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Total Population (All Students),Grade 5,45,57.7,16,20.5,29,37.2,14,17.9,19,24.4,78,87.6
2018-2019,2185,Centennial SD 28J,3649,Butler Creek Elementary School,English Language Arts,Total Population (All Students),Grade 6,43,68.3,20,31.7,23,36.5,13,20.6,7,11.1,63,96.9
2018-2019,2185,Centennial SD 28J,967,Centennial High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),119,58.6,48,23.6,71,35,56,27.6,28,13.8,204,99
2018-2019,2185,Centennial SD 28J,967,Centennial High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2185,Centennial SD 28J,967,Centennial High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2185,Centennial SD 28J,967,Centennial High School,English Language Arts,Total Population (All Students),Grade HS (11),240,65.6,116,31.7,124,33.9,89,24.3,37,10.1,367,98.9
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,101,38.3,20,7.6,81,30.7,82,31.1,81,30.7,266,97.1
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,95,37.8,20,8,75,29.9,78,31.1,78,31.1,254,95.1
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Homeless,Grade 7,6,35.3,0,0,6,35.3,6,35.3,5,29.4,17,94.4
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Homeless,Grade 8,3,20,1,6.7,2,13.3,2,13.3,10,66.7,16,88.9
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Total Population (All Students),Grade 7,203,48.6,54,12.9,149,35.6,108,25.8,107,25.6,421,97.7
2018-2019,2185,Centennial SD 28J,960,Centennial Middle School,English Language Arts,Total Population (All Students),Grade 8,202,46.8,48,11.1,154,35.6,119,27.5,111,25.7,438,95.8
2018-2019,2185,Centennial SD 28J,1367,Centennial Park School,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
